PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
201999,31DEC19,01APR19,31MAR20,700,Learning Disability (previously MH),426,0,413,13,0,416,44,11031,8657,727,2225,6432,1
201999,31DEC19,01APR19,31MAR20,710,Adult Mental Illness,5537,34,5531,6,1,4128,3120,110174,80350,14036,11423,68927,1
201999,31DEC19,01APR19,31MAR20,711,Child & Adolescent Psychiatry,219,4,208,11,4,192,72,27958,22414,2593,3525,18889,1
201999,31DEC19,01APR19,31MAR20,712,Forensic Psychiatry,164,0,164,0,0,61,13,1070,894,48,122,772,1
201999,31DEC19,01APR19,31MAR20,713,Psychotherapy,9,9,0,9,9,9,0,4265,2800,288,419,2381,1
201999,31DEC19,01APR19,31MAR20,715,Old Age Psychiatry,1027,18,1027,0,0,764,475,23190,16726,1291,3519,13207,1
201999,31DEC19,01APR19,31MAR20,720,Eating Disorders,8,1,8,0,0,7,2,678,521,58,35,486,1
201999,31DEC19,01APR19,31MAR20,721,Addiction Services,56,21,56,0,0,56,0,391,173,120,32,141,1
201999,31DEC19,01APR19,31MAR20,722,Liaison Psychiatry,8,1,6,2,0,8,6,1047,887,78,303,584,1
201999,31DEC19,01APR19,31MAR20,723,Psychiatric Intensive Care,45,0,45,0,0,19,11,,,,,,
201999,31DEC19,01APR19,31MAR20,724,Perinatal Psychiatry,13,0,13,0,0,11,4,496,280,103,38,242,1
201999,31DEC19,01APR19,31MAR20,725,Mental Health Recovery and Rehabilitation Service,6,0,6,0,0,4,2,532,309,62,29,280,1
201999,31DEC19,01APR19,31MAR20,727,Dementia Assessment Service,,,,,,,,303,274,19,56,218,1
201999,31DEC19,01APR19,31MAR20,800,Clinical Oncology (previously Radiotherapy),33093,29304,6183,26910,25712,31589,2442,244152,213488,5514,29613,183875,1
201999,31DEC19,01APR19,31MAR20,811,Interventional Radiology,5776,5506,1399,4377,4243,4870,56,7279,6586,250,4425,2161,1
201999,31DEC19,01APR19,31MAR20,812,Diagnostic Imaging,975,889,71,904,828,942,5,403993,380997,5203,225485,155511,1
201999,31DEC19,01APR19,31MAR20,822,Chemical Pathology,198,165,43,155,153,174,18,6896,4562,717,1581,2981,1
201999,31DEC19,01APR19,31MAR20,834,Medical Virology,2,0,2,0,0,2,2,1738,1121,321,62,1059,1
201999,31DEC19,01APR19,31MAR20,840,Audiology Service,,,,,,,,124699,109344,5751,42364,66980,1
201999,31DEC19,01APR19,31MAR20,920,Diabetic Education Service,,,,,,,,559,369,124,87,282,1
201999,30NOV19,01APR19,31MAR20,&,Not Known,550,71,542,8,8,522,366,7912,5976,693,1796,4124,1
201999,30NOV19,01APR19,31MAR20,100,General Surgery Service,121303,82818,75471,45832,42994,109114,53889,229510,177722,12549,71571,106149,1
201999,30NOV19,01APR19,31MAR20,101,Urology Service,60205,48320,27918,32287,29435,55428,11694,338004,250640,19713,79633,171007,1
201999,30NOV19,01APR19,31MAR20,102,Transplantation Surgery,1376,940,1081,295,266,1057,382,9573,7596,621,630,6966,1
201999,30NOV19,01APR19,31MAR20,103,Breast Surgery,6611,6283,2615,3996,3890,6438,130,150345,121835,6812,59749,62086,1
201999,30NOV19,01APR19,31MAR20,104,Colorectal Surgery,27299,23508,8638,18661,17976,25226,3540,107414,80938,6201,38374,42564,1
201999,30NOV19,01APR19,31MAR20,105,Hepatobiliary & Pancreatic Surgery,2886,1962,2550,336,306,2070,769,9601,7142,581,2335,4807,1
201999,30NOV19,01APR19,31MAR20,106,Upper Gastrointestinal Surgery,8722,7176,3768,4954,4696,7760,1487,22467,16491,1609,6966,9525,1
201999,30NOV19,01APR19,31MAR20,107,Vascular Surgery,9006,7108,5910,3096,2819,7589,2182,63430,46254,4380,20743,25511,1
201999,30NOV19,01APR19,31MAR20,108,Spinal Surgery Service,4577,4021,2456,2121,2019,4235,439,36057,28139,1553,9227,18912,1
201999,30NOV19,01APR19,31MAR20,110,Trauma & Orthopaedics,93381,80462,56836,36545,34793,85919,22444,786577,622440,43931,214693,407715,1
201999,30NOV19,01APR19,31MAR20,120,"Ear, Nose & Throat (ENT)",25588,20290,13097,12491,11655,24713,7476,341043,249487,22795,105617,143870,1
201999,30NOV19,01APR19,31MAR20,130,Ophthalmology,70298,66715,3256,67042,64284,69581,1334,900077,699560,53827,173276,524701,1
201999,30NOV19,01APR19,31MAR20,140,Oral Surgery,14671,13511,1836,12835,12021,14460,926,110111,79781,9116,37262,42519,1
201999,30NOV19,01APR19,31MAR20,141,Restorative Dentistry,848,816,14,834,806,845,0,52448,39399,3121,7940,31459,1
201999,30NOV19,01APR19,31MAR20,142,Paediatric Dentistry,2067,1769,99,1968,1685,2062,19,16615,11887,1656,3692,8195,1
201999,30NOV19,01APR19,31MAR20,143,Orthodontics,43,40,6,37,37,43,6,88228,68688,5452,6210,62478,1
201999,30NOV19,01APR19,31MAR20,144,Maxillo Facial Surgery,9962,8837,3075,6887,6476,9782,1698,68214,47982,5149,19130,28852,1
201999,30NOV19,01APR19,31MAR20,150,Neurosurgery,7448,6159,6230,1218,1094,6159,1837,40342,29529,2268,10936,18592,1
201999,30NOV19,01APR19,31MAR20,160,Plastic Surgery,20391,18261,6240,14151,13367,19964,3563,118862,91280,7259,26568,64382,1
201999,30NOV19,01APR19,31MAR20,161,Burns Care,530,335,502,28,28,497,417,5853,4817,376,1374,3443,1
201999,30NOV19,01APR19,31MAR20,170,Cardiothoracic Surgery,1181,954,1165,16,15,866,131,5318,4161,228,1560,2601,1
201999,30NOV19,01APR19,31MAR20,171,Paediatric Surgery,4657,3610,2641,2016,1863,4240,1376,19172,13569,1336,6432,7137,1
201999,30NOV19,01APR19,31MAR20,172,Cardiac Surgery,2850,2267,2826,24,19,2107,312,7905,6676,283,2040,4636,1
201999,30NOV19,01APR19,31MAR20,173,Thoracic Surgery,2326,1995,2254,72,64,2097,312,6720,5455,400,1721,3734,1
201999,30NOV19,01APR19,31MAR20,174,Cardiothoracic Transplantation,268,229,205,63,54,250,64,1923,1554,59,106,1448,1
201999,30NOV19,01APR19,31MAR20,180,Accident & Emergency (A&E),64400,13628,64292,108,84,63342,63214,19340,16844,1370,13587,3257,1
201999,30NOV19,01APR19,31MAR20,190,Anaesthetics,951,777,401,550,532,727,155,64065,52240,2435,19459,32781,1
201999,30NOV19,01APR19,31MAR20,191,Pain Management,15288,14666,467,14821,14255,15191,87,95217,68066,7255,19625,48441,1
201999,30NOV19,01APR19,31MAR20,192,Critical Care Medicine,3840,2025,3830,10,10,1109,998,957,675,114,343,332,1
201999,30NOV19,01APR19,31MAR20,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",370,0,370,0,0,168,90,125,0,48,0,0,1
201999,30NOV19,01APR19,31MAR20,211,Paediatric Urology,1885,1664,681,1204,1112,1853,141,10111,7028,837,2490,4538,1
201999,30NOV19,01APR19,31MAR20,212,Paediatric Transplantation Surgery,25,15,19,6,1,22,1,10,8,0,2,6,1
201999,30NOV19,01APR19,31MAR20,213,Paediatric Gastrointestinal Surgery,3,2,2,1,1,3,2,13,2,1,2,0,1
201999,30NOV19,01APR19,31MAR20,214,Paediatric Trauma and Orthopaedics,2082,1781,1284,798,716,1978,511,41096,29820,3259,12173,17647,1
201999,30NOV19,01APR19,31MAR20,215,Paediatric Ear Nose and Throat,3015,2595,1258,1757,1607,2941,311,25894,17994,2049,7487,10507,1
201999,30NOV19,01APR19,31MAR20,216,Paediatric Ophthalmology,639,599,100,539,512,632,30,57385,41273,6031,11116,30157,1
201999,30NOV19,01APR19,31MAR20,217,Paediatric Maxillo-facial Surgery,384,342,162,222,211,379,116,2484,1709,153,639,1070,1
201999,30NOV19,01APR19,31MAR20,218,Paediatric Neurosurgery,756,605,573,183,161,620,163,2974,2242,207,569,1673,1
201999,30NOV19,01APR19,31MAR20,219,Paediatric Plastic Surgery,1614,1419,927,687,634,1589,605,10435,8426,650,2845,5581,1
201999,30NOV19,01APR19,31MAR20,220,Paediatric Burns Care,322,281,299,23,20,314,256,2714,2356,135,581,1775,1
201999,30NOV19,01APR19,31MAR20,221,Paediatric Cardiac Surgery,329,275,322,7,6,209,9,205,171,7,72,99,1
201999,30NOV19,01APR19,31MAR20,222,Paediatric Thoracic Surgery,6,5,6,0,0,4,0,41,39,0,11,28,1
201999,30NOV19,01APR19,31MAR20,223,Paediatric Epilepsy,56,46,39,17,14,56,9,4897,3630,396,684,2946,1
201999,30NOV19,01APR19,31MAR20,241,Paediatric Pain Management,4,4,0,4,4,4,0,444,305,26,100,205,1
201999,30NOV19,01APR19,31MAR20,242,Paediatric Intensive Care,863,654,862,1,1,424,327,202,186,15,22,164,1
201999,30NOV19,01APR19,31MAR20,251,Paediatric Gastroenterology,2489,2178,536,1953,1813,2414,121,13918,9688,971,2424,7264,1
201999,30NOV19,01APR19,31MAR20,252,Paediatric Endocrinology,991,856,198,793,727,966,31,9928,7247,795,1422,5825,1
201999,30NOV19,01APR19,31MAR20,253,Paediatric Clinical Haematology,2522,2206,694,1828,1760,2439,229,8383,6542,629,992,5550,1
201999,30NOV19,01APR19,31MAR20,254,Paediatric Audiological Medicine,28,24,13,15,14,28,1,7972,5762,754,2345,3417,1
201999,30NOV19,01APR19,31MAR20,255,Paediatric Clinical Immunology and Allergy,1278,703,49,1229,671,1268,10,10675,7351,834,3136,4215,1
201999,30NOV19,01APR19,31MAR20,256,Paediatric Infectious Diseases,120,53,82,38,20,106,60,1361,1055,140,332,723,1
201999,30NOV19,01APR19,31MAR20,257,Paediatric Dermatology,279,190,28,251,176,279,10,18656,12429,1674,4400,8015,1
201999,30NOV19,01APR19,31MAR20,258,Paediatric Respiratory Medicine,2130,1234,1659,471,359,1912,603,17252,12672,1439,3552,9120,1
201999,30NOV19,01APR19,31MAR20,259,Paediatric Nephrology,1074,909,250,824,764,1031,95,7081,5528,406,639,4889,1
201999,30NOV19,01APR19,31MAR20,260,Paediatric Medical Oncology,3583,2911,1270,2313,2122,3479,524,7095,6001,237,326,5675,1
201999,30NOV19,01APR19,31MAR20,261,Paediatric Metabolic Disease,247,174,88,159,134,236,32,1701,1234,124,166,1068,1
201999,30NOV19,01APR19,31MAR20,262,Paediatric Rheumatology,1086,864,94,992,794,1076,18,6263,4560,388,1020,3526,1
201999,30NOV19,01APR19,31MAR20,263,Paediatric Diabetic Medicine,95,27,68,27,24,81,43,13036,9976,969,322,9654,1
201999,30NOV19,01APR19,31MAR20,264,Paediatric Cystic Fibrosis,191,135,118,73,44,177,39,1894,1499,60,33,1466,1
201999,30NOV19,01APR19,31MAR20,280,Paediatric Interventional Radiology,65,63,26,39,37,41,0,178,132,5,21,111,1
201999,30NOV19,01APR19,31MAR20,290,Community Paediatrics,42,11,31,11,10,42,30,41633,33465,3045,9038,24427,1
201999,30NOV19,01APR19,31MAR20,291,Paediatric Neuro-disability,48,47,7,41,41,48,0,8510,6410,615,1402,5008,1
201999,30NOV19,01APR19,31MAR20,300,General Medicine,314903,88532,294362,20541,17660,227366,204027,121625,103062,6087,46344,56684,1
201999,30NOV19,01APR19,31MAR20,301,Gastroenterology,141397,122149,26783,114614,110154,120945,4065,247664,178234,19268,64790,113444,1
201999,30NOV19,01APR19,31MAR20,302,Endocrinology,11576,4864,8862,2714,2573,5958,3060,87182,60045,6951,15406,44639,1
201999,30NOV19,01APR19,31MAR20,303,Clinical Haematology,58913,53633,11425,47488,45941,56432,2847,204136,162666,11388,20495,142171,1
201999,30NOV19,01APR19,31MAR20,304,Clinical Physiology,8,7,1,7,7,7,0,64369,50261,3988,27506,22755,1
201999,30NOV19,01APR19,31MAR20,305,Clinical Pharmacology,523,210,482,41,38,236,124,1681,1171,138,245,926,1
201999,30NOV19,01APR19,31MAR20,306,Hepatology,3442,2307,2066,1376,1279,2129,276,41950,29070,4763,6785,22285,1
201999,30NOV19,01APR19,31MAR20,307,Diabetic Medicine,6727,1870,6295,432,388,2643,2131,136020,101901,13142,16027,85874,1
201999,30NOV19,01APR19,31MAR20,308,Bone & Marrow Transplantation,562,482,283,279,259,512,60,3103,2605,103,150,2455,1
201999,30NOV19,01APR19,31MAR20,309,Haemophilia,186,171,43,143,142,183,34,4316,2995,550,454,2541,1
201999,30NOV19,01APR19,31MAR20,310,Audiological Medicine,1,1,0,1,1,1,0,44262,35184,2166,14697,20487,1
201999,30NOV19,01APR19,31MAR20,311,Clinical Genetics,11,7,4,7,4,11,2,11317,9030,789,5687,3343,1
201999,30NOV19,01APR19,31MAR20,313,Clinical Immunology & Allergy,954,844,25,929,833,946,13,6132,3573,434,1409,2164,1
201999,30NOV19,01APR19,31MAR20,314,Rehabilitation,5234,3112,5149,85,77,2598,571,32488,24423,1925,5334,19089,1
201999,30NOV19,01APR19,31MAR20,315,Palliative Medicine,844,160,837,7,7,427,237,10434,9239,388,2004,7234,1
201999,30NOV19,01APR19,31MAR20,316,Clinical Immunology,1089,1052,17,1072,1039,1088,3,3832,2543,306,633,1910,1
201999,30NOV19,01APR19,31MAR20,317,Allergy,1036,785,17,1019,773,1035,4,12272,8145,1113,3564,4581,1
201999,30NOV19,01APR19,31MAR20,318,Intermediate Care,1335,312,1334,1,0,589,97,86197,84414,1127,13862,70552,1
201999,30NOV19,01APR19,31MAR20,319,Respite Care,373,5,373,0,0,372,1,4,4,0,0,4,1
201999,30NOV19,01APR19,31MAR20,320,Cardiology,60373,40010,41899,18474,17186,36294,11814,426664,332634,26321,146633,186001,1
201999,30NOV19,01APR19,31MAR20,321,Paediatric Cardiology,1229,1038,721,508,454,979,103,20868,15648,1214,4702,10946,1
201999,30NOV19,01APR19,31MAR20,322,Clinical Microbiology,12,12,2,10,10,12,0,184,148,19,46,102,1
201999,30NOV19,01APR19,31MAR20,323,Spinal Injuries,343,260,286,57,49,232,21,2458,1800,125,186,1614,1
201999,30NOV19,01APR19,31MAR20,324,Anticoagulant Service,11,8,6,5,5,11,5,83298,72479,5516,5109,67369,1
201999,30NOV19,01APR19,31MAR20,325,Sport & Exercise Medicine,467,114,463,4,4,439,433,2001,1338,87,521,817,1
201999,30NOV19,01APR19,31MAR20,327,Cardiac Rehabilitation Service,,,,,,,,16494,12913,1156,1634,11279,1
201999,30NOV19,01APR19,31MAR20,328,Stroke Medicine,10768,5826,10737,31,22,4935,4623,9328,6933,808,3275,3658,1
201999,30NOV19,01APR19,31MAR20,329,Transient Ischaemic Attack,204,107,174,30,14,159,124,10397,8890,445,7124,1766,1
201999,30NOV19,01APR19,31MAR20,330,Dermatology,13522,12796,357,13165,12594,13417,94,412891,310050,23357,99146,210487,1
201999,30NOV19,01APR19,31MAR20,331,Congenital Heart Disease Service,107,84,71,36,28,100,23,6233,4416,455,856,3560,1
201999,30NOV19,01APR19,31MAR20,340,Respiratory Medicine (Thoracic Medicine),52725,19557,43902,8823,7154,21852,11185,241685,176938,19030,57760,119173,1
201999,30NOV19,01APR19,31MAR20,341,Respiratory Physiology,1397,1342,975,422,417,1359,26,55264,42125,4393,14177,27948,1
201999,30NOV19,01APR19,31MAR20,342,Pulmonary Rehabilitation Service,,,,,,,,4556,3883,224,479,3404,1
201999,30NOV19,01APR19,31MAR20,343,Adult Cystic Fibrosis,826,418,488,338,134,734,156,3088,2333,215,51,2282,1
201999,30NOV19,01APR19,31MAR20,344,Complex Specialised Rehabilitation Service,34,33,34,0,0,14,0,1497,1296,94,307,989,1
201999,30NOV19,01APR19,31MAR20,345,Specialist Rehabilitation Service,29,24,29,0,0,10,0,217,201,8,29,172,1
201999,30NOV19,01APR19,31MAR20,346,Local Specialist Rehabilitation Service,18,11,18,0,0,5,0,189,176,13,15,161,1
201999,30NOV19,01APR19,31MAR20,350,Infectious Diseases,2917,1171,2465,452,415,1129,636,19389,14295,2629,3410,10885,1
201999,30NOV19,01APR19,31MAR20,352,Tropical Medicine,58,33,45,13,11,37,23,1148,1016,94,540,476,1
201999,30NOV19,01APR19,31MAR20,360,Genitourinary Medicine,75,37,68,7,3,30,12,9378,7909,738,2378,5531,1
201999,30NOV19,01APR19,31MAR20,361,Nephrology,15326,9514,11348,3978,3683,8568,3470,122554,94660,7587,10272,84055,1
201999,30NOV19,01APR19,31MAR20,370,Medical Oncology,34119,30062,6750,27369,25907,33157,3288,174779,145835,5205,14155,131680,1
201999,30NOV19,01APR19,31MAR20,371,Nuclear Medicine,48,44,35,13,13,48,0,3430,2872,94,968,1904,1
201999,30NOV19,01APR19,31MAR20,400,Neurology,13257,11258,5236,8021,7600,11668,1914,190457,133792,15061,45247,88111,1
201999,30NOV19,01APR19,31MAR20,401,Clinical Neuro-physiology,140,133,34,106,104,136,3,26209,21670,1713,19692,1978,1
201999,30NOV19,01APR19,31MAR20,410,Rheumatology,13981,12865,1123,12858,12396,13396,338,258687,185590,15910,35781,149809,1
201999,30NOV19,01APR19,31MAR20,420,Paediatrics,89457,11335,84781,4676,3561,84512,73017,210150,157019,15811,76219,80758,1
201999,30NOV19,01APR19,31MAR20,421,Paediatric Neurology,1198,978,398,800,695,1120,116,11396,8299,714,2150,6149,1
201999,30NOV19,01APR19,31MAR20,422,Neonatology,14214,4933,14196,18,14,10981,753,7653,6246,540,2032,4214,1
201999,30NOV19,01APR19,31MAR20,424,Well Babies,34161,1368,34161,0,0,33715,284,8885,6845,539,2059,4786,1
201999,30NOV19,01APR19,31MAR20,430,Geriatric Medicine,76201,21144,75081,1120,815,26218,23715,53354,39307,3668,18416,20891,1
201999,30NOV19,01APR19,31MAR20,450,Dental Medicine Specialties,393,375,9,384,369,393,0,11944,8786,975,3169,5617,1
201999,30NOV19,01APR19,31MAR20,460,Medical Ophthalmology,591,585,1,590,585,591,1,11214,8743,909,1565,7178,1
201999,30NOV19,01APR19,31MAR20,499,"Non-UK Provider; specialty function not known, treatment mainly medical",28,0,28,0,0,28,6,,,,,,
201999,30NOV19,01APR19,31MAR20,501,Obstetrics,80814,45079,80327,487,432,77551,1320,360058,299337,21480,78745,220592,1
201999,30NOV19,01APR19,31MAR20,502,Gynaecology,46748,33591,26226,20522,19018,45298,15443,385879,293852,21827,137911,155939,1
201999,30NOV19,01APR19,31MAR20,503,Gynaecological Oncology,1821,1618,1239,582,546,1713,102,25417,19433,1190,7771,11662,1
201999,30NOV19,01APR19,31MAR20,560,Midwife episode,18642,8051,18641,1,1,18196,693,262507,218335,14331,52271,166064,1
201999,30NOV19,01APR19,31MAR20,650,Physiotherapy,50,47,2,48,46,50,1,580059,455484,43422,124593,330891,1
201999,30NOV19,01APR19,31MAR20,651,Occupational Therapy,1,1,1,0,0,1,1,55720,46340,3898,13500,32840,1
201999,30NOV19,01APR19,31MAR20,652,Speech and Language Therapy Service,,,,,,,,25034,21743,1032,4642,17041,1
201999,30NOV19,01APR19,31MAR20,653,Podiatry,262,256,22,240,234,262,1,91308,74303,5564,12075,62228,1
201999,30NOV19,01APR19,31MAR20,654,Dietetics,2,0,2,0,0,2,1,66668,52208,5396,15946,36262,1
201999,30NOV19,01APR19,31MAR20,655,Orthoptics,7,6,3,4,4,5,1,58859,43093,5595,9254,33839,1
201999,30NOV19,01APR19,31MAR20,656,Clinical Psychology Service,,,,,,,,18561,14902,1297,2792,12110,1
201999,30NOV19,01APR19,31MAR20,657,Prosthetics Service,,,,,,,,1417,1141,61,182,959,1
201999,30NOV19,01APR19,31MAR20,658,Orthotics Service,,,,,,,,33218,26950,2119,9542,17408,1
201999,30NOV19,01APR19,31MAR20,660,Art Therapy Service,,,,,,,,37,37,0,0,37,1
201999,30NOV19,01APR19,31MAR20,661,Music Therapy Service,,,,,,,,3,3,0,3,0,1
201999,30NOV19,01APR19,31MAR20,662,Optometry Service,,,,,,,,10272,7688,837,2178,5510,1
201999,30NOV19,01APR19,31MAR20,663,Podiatric Surgery,356,336,4,352,334,355,0,3257,2332,189,488,1844,1
201999,30NOV19,01APR19,31MAR20,700,Learning Disability (previously MH),535,0,519,16,0,523,46,12970,10460,891,2458,8002,1
201999,30NOV19,01APR19,31MAR20,710,Adult Mental Illness,5713,27,5710,3,2,4245,3251,127321,93601,16089,13442,80159,1
201999,30NOV19,01APR19,31MAR20,711,Child & Adolescent Psychiatry,244,7,235,9,4,213,81,34897,28960,2947,4562,24398,1
201999,30NOV19,01APR19,31MAR20,712,Forensic Psychiatry,163,0,163,0,0,52,17,1267,1050,93,127,923,1
201999,30NOV19,01APR19,31MAR20,713,Psychotherapy,12,12,0,12,12,12,0,5401,3740,373,539,3201,1
201999,30NOV19,01APR19,31MAR20,715,Old Age Psychiatry,1087,23,1087,0,0,820,494,27953,20799,1519,4341,16458,1
201999,30NOV19,01APR19,31MAR20,720,Eating Disorders,13,0,13,0,0,10,0,863,712,53,50,662,1
201999,30NOV19,01APR19,31MAR20,721,Addiction Services,57,19,57,0,0,56,1,543,214,180,30,184,1
201999,30NOV19,01APR19,31MAR20,722,Liaison Psychiatry,8,0,4,4,0,8,4,954,769,75,284,485,1
201999,30NOV19,01APR19,31MAR20,723,Psychiatric Intensive Care,40,1,40,0,0,22,8,,,,,,
201999,30NOV19,01APR19,31MAR20,724,Perinatal Psychiatry,16,0,16,0,0,14,2,544,316,118,36,280,1
201999,30NOV19,01APR19,31MAR20,725,Mental Health Recovery and Rehabilitation Service,26,0,26,0,0,8,1,650,427,76,26,401,1
201999,30NOV19,01APR19,31MAR20,727,Dementia Assessment Service,,,,,,,,310,291,12,59,232,1
201999,30NOV19,01APR19,31MAR20,800,Clinical Oncology (previously Radiotherapy),34753,30714,6396,28357,27001,33227,2470,260508,228044,6121,32379,195665,1
201999,30NOV19,01APR19,31MAR20,811,Interventional Radiology,6445,6085,1631,4814,4653,5399,47,9338,8469,255,5949,2520,1
201999,30NOV19,01APR19,31MAR20,812,Diagnostic Imaging,1234,1147,99,1135,1064,1189,10,447998,423354,5709,247627,175727,1
201999,30NOV19,01APR19,31MAR20,822,Chemical Pathology,184,148,38,146,140,158,11,7900,5381,800,1777,3604,1
201999,30NOV19,01APR19,31MAR20,834,Medical Virology,3,0,3,0,0,3,3,2050,1307,356,57,1250,1
201999,30NOV19,01APR19,31MAR20,840,Audiology Service,,,,,,,,143987,127531,6412,50768,76763,1
201999,30NOV19,01APR19,31MAR20,920,Diabetic Education Service,,,,,,,,996,651,208,218,433,1
201999,31OCT19,01APR19,31MAR20,&,Not Known,603,71,584,19,19,580,396,8155,6239,745,1908,4295,1
201999,31OCT19,01APR19,31MAR20,100,General Surgery Service,127269,86354,79569,47700,44544,114419,57160,247065,191085,13709,77076,114009,1
201999,31OCT19,01APR19,31MAR20,101,Urology Service,63963,51296,29797,34166,31075,58801,12414,360968,266112,21113,83643,182469,1
201999,31OCT19,01APR19,31MAR20,102,Transplantation Surgery,1351,950,1089,262,233,1016,401,10700,8543,596,820,7723,1
201999,31OCT19,01APR19,31MAR20,103,Breast Surgery,7035,6660,2638,4397,4271,6866,196,161924,131421,7416,63954,67467,1
201999,31OCT19,01APR19,31MAR20,104,Colorectal Surgery,27504,23787,8538,18966,18230,25488,3332,113978,85637,6449,40473,45164,1
201999,31OCT19,01APR19,31MAR20,105,Hepatobiliary & Pancreatic Surgery,3087,2115,2708,379,330,2189,762,10428,7910,597,2611,5299,1
201999,31OCT19,01APR19,31MAR20,106,Upper Gastrointestinal Surgery,8828,7255,3895,4933,4685,7866,1538,24962,18102,1696,7828,10274,1
201999,31OCT19,01APR19,31MAR20,107,Vascular Surgery,9761,7816,6089,3672,3351,8335,2318,70209,51021,5053,22939,28082,1
201999,31OCT19,01APR19,31MAR20,108,Spinal Surgery Service,4796,4151,2606,2190,2070,4388,497,39081,29716,1697,9804,19912,1
201999,31OCT19,01APR19,31MAR20,110,Trauma & Orthopaedics,99718,85550,60460,39258,37271,91902,24355,868934,683653,49131,242062,441576,1
201999,31OCT19,01APR19,31MAR20,120,"Ear, Nose & Throat (ENT)",27001,21501,13517,13484,12546,26107,7465,373753,268969,24971,114748,154221,1
201999,31OCT19,01APR19,31MAR20,130,Ophthalmology,71785,68124,3341,68444,65587,70990,1352,960992,740380,58182,182012,557281,1
201999,31OCT19,01APR19,31MAR20,140,Oral Surgery,15909,14635,2038,13871,13014,15665,997,118727,85388,9790,40137,45251,1
201999,31OCT19,01APR19,31MAR20,141,Restorative Dentistry,916,880,13,903,872,915,1,55766,41878,3412,8244,33634,1
201999,31OCT19,01APR19,31MAR20,142,Paediatric Dentistry,2182,1840,109,2073,1735,2181,4,16991,12163,1721,3844,8319,1
201999,31OCT19,01APR19,31MAR20,143,Orthodontics,26,25,2,24,23,26,1,92841,71025,6008,6276,64749,1
201999,31OCT19,01APR19,31MAR20,144,Maxillo Facial Surgery,10316,9107,3224,7092,6632,10121,1752,73900,51816,5671,21121,30695,1
201999,31OCT19,01APR19,31MAR20,150,Neurosurgery,8044,6630,6712,1332,1199,6621,1953,43199,31102,2577,11614,19488,1
201999,31OCT19,01APR19,31MAR20,160,Plastic Surgery,22101,19674,6852,15249,14423,21603,4015,127869,98608,7942,29457,68814,1
201999,31OCT19,01APR19,31MAR20,161,Burns Care,555,383,440,115,111,529,336,5948,5075,354,1238,3837,1
201999,31OCT19,01APR19,31MAR20,170,Cardiothoracic Surgery,1256,1037,1222,34,32,914,169,5761,4548,238,1719,2829,1
201999,31OCT19,01APR19,31MAR20,171,Paediatric Surgery,4847,3810,2678,2169,1989,4407,1264,20850,15065,1534,7078,7987,1
201999,31OCT19,01APR19,31MAR20,172,Cardiac Surgery,3098,2485,3063,35,31,2263,273,8298,6752,352,2036,4716,1
201999,31OCT19,01APR19,31MAR20,173,Thoracic Surgery,2360,2020,2277,83,80,2138,285,7502,6045,425,1830,4215,1
201999,31OCT19,01APR19,31MAR20,174,Cardiothoracic Transplantation,273,237,203,70,65,240,62,2004,1655,70,105,1550,1
201999,31OCT19,01APR19,31MAR20,180,Accident & Emergency (A&E),67652,14437,67539,113,85,66477,66326,20027,17325,1602,14051,3274,1
201999,31OCT19,01APR19,31MAR20,190,Anaesthetics,976,784,431,545,514,728,147,69321,56807,2643,21121,35686,1
201999,31OCT19,01APR19,31MAR20,191,Pain Management,15693,15059,438,15255,14664,15585,88,101007,71865,7417,20623,51242,1
201999,31OCT19,01APR19,31MAR20,192,Critical Care Medicine,3828,2064,3822,6,6,1178,1068,996,702,113,371,331,1
201999,31OCT19,01APR19,31MAR20,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",450,0,450,0,0,194,106,125,1,54,0,1,1
201999,31OCT19,01APR19,31MAR20,211,Paediatric Urology,2125,1881,722,1403,1288,2079,132,10834,7600,821,2796,4804,1
201999,31OCT19,01APR19,31MAR20,212,Paediatric Transplantation Surgery,40,27,27,13,6,33,5,11,8,1,1,7,1
201999,31OCT19,01APR19,31MAR20,213,Paediatric Gastrointestinal Surgery,1,0,0,1,0,1,0,13,3,0,3,0,1
201999,31OCT19,01APR19,31MAR20,214,Paediatric Trauma and Orthopaedics,2419,2030,1530,889,790,2249,661,46661,34089,3814,14078,20011,1
201999,31OCT19,01APR19,31MAR20,215,Paediatric Ear Nose and Throat,3189,2761,1363,1826,1680,3113,343,28668,19594,2368,8382,11212,1
201999,31OCT19,01APR19,31MAR20,216,Paediatric Ophthalmology,694,628,94,600,552,690,24,61160,44045,6151,11244,32801,1
201999,31OCT19,01APR19,31MAR20,217,Paediatric Maxillo-facial Surgery,425,392,162,263,250,421,107,2626,1870,139,817,1053,1
201999,31OCT19,01APR19,31MAR20,218,Paediatric Neurosurgery,736,615,532,204,183,627,157,3193,2374,198,586,1788,1
